"playerid","Made.it.flag","Rk_Avg_AB","Rk_Avg_AB_HR","Rk_Avg_AB_HR_norm","Rk_Avg_AB_norm","Rk_Avg_Age","Rk_Avg_BABIP","Rk_Avg_BABIP_norm","Rk_Avg_Bavg","Rk_Avg_Bavg_norm","Rk_Avg_BB","Rk_Avg_BBpct","Rk_Avg_BBpct_norm","Rk_Avg_BB_norm","Rk_Avg_CS","Rk_Avg_CS_norm","Rk_Avg_Dbl","Rk_Avg_Dbl_norm","Rk_Avg_G","Rk_Avg_GDP","Rk_Avg_GDP_norm","Rk_Avg_G_norm","Rk_Avg_H","Rk_Avg_HBP","Rk_Avg_HBP_norm","Rk_Avg_HR","Rk_Avg_HRpct","Rk_Avg_HRpct_norm","Rk_Avg_HR_norm","Rk_Avg_H_norm","Rk_Avg_IBB","Rk_Avg_IBB_norm","Rk_Avg_ISO","Rk_Avg_ISO_norm","Rk_Avg_K_BB","Rk_Avg_K_BB_norm","Rk_Avg_OBP","Rk_Avg_OBP_norm","Rk_Avg_OPS","Rk_Avg_OPS_norm","Rk_Avg_orgs","Rk_Avg_orgs_norm","Rk_Avg_PA","Rk_Avg_PA_norm","Rk_Avg_R","Rk_Avg_RBI","Rk_Avg_RBI_norm","Rk_Avg_R_norm","Rk_Avg_SB","Rk_Avg_SB_norm","Rk_Avg_SecA","Rk_Avg_SecA_norm","Rk_Avg_SF","Rk_Avg_SF_norm","Rk_Avg_SH","Rk_Avg_SH_norm","Rk_Avg_SLG","Rk_Avg_SLG_norm","Rk_Avg_SO","Rk_Avg_SOpct","Rk_Avg_SOpct_norm","Rk_Avg_SO_norm","Rk_Avg_TB","Rk_Avg_TB_norm","Rk_Avg_teams","Rk_Avg_teams_norm","Rk_Avg_Tpl","Rk_Avg_Tpl_norm","Rk_Avg_wOBA","Rk_Avg_wOBA_norm","Rk_Avg_XBH","Rk_Avg_XBHpct","Rk_Avg_XBHpct_norm","Rk_Avg_XBH_norm","Rk_Sum_AB","Rk_Sum_AB_HR","Rk_Sum_BABIP","Rk_Sum_Bavg","Rk_Sum_BB","Rk_Sum_BBpct","Rk_Sum_CS","Rk_Sum_Dbl","Rk_Sum_G","Rk_Sum_GDP","Rk_Sum_H","Rk_Sum_HBP","Rk_Sum_HR","Rk_Sum_HRpct","Rk_Sum_IBB","Rk_Sum_ISO","Rk_Sum_K_BB","Rk_Sum_OBP","Rk_Sum_OPS","Rk_Sum_orgs","Rk_Sum_PA","Rk_Sum_R","Rk_Sum_RBI","Rk_Sum_SB","Rk_Sum_SecA","Rk_Sum_SF","Rk_Sum_SH","Rk_Sum_SLG","Rk_Sum_SO","Rk_Sum_SOpct","Rk_Sum_TB","Rk_Sum_teams","Rk_Sum_Tpl","Rk_Sum_wOBA","Rk_Sum_XBH","Rk_Sum_XBHpct","Rk_Years","M_Rk_Avg_AB","M_Rk_Avg_AB_HR","M_Rk_Avg_AB_HR_norm","M_Rk_Avg_AB_norm","M_Rk_Avg_Age","M_Rk_Avg_BABIP","M_Rk_Avg_BABIP_norm","M_Rk_Avg_Bavg","M_Rk_Avg_Bavg_norm","M_Rk_Avg_BB","M_Rk_Avg_BBpct","M_Rk_Avg_BBpct_norm","M_Rk_Avg_BB_norm","M_Rk_Avg_CS","M_Rk_Avg_CS_norm","M_Rk_Avg_Dbl","M_Rk_Avg_Dbl_norm","M_Rk_Avg_G","M_Rk_Avg_GDP","M_Rk_Avg_GDP_norm","M_Rk_Avg_G_norm","M_Rk_Avg_H","M_Rk_Avg_HBP","M_Rk_Avg_HBP_norm","M_Rk_Avg_HR","M_Rk_Avg_HRpct","M_Rk_Avg_HRpct_norm","M_Rk_Avg_HR_norm","M_Rk_Avg_H_norm","M_Rk_Avg_IBB","M_Rk_Avg_IBB_norm","M_Rk_Avg_ISO","M_Rk_Avg_ISO_norm","M_Rk_Avg_K_BB","M_Rk_Avg_K_BB_norm","M_Rk_Avg_OBP","M_Rk_Avg_OBP_norm","M_Rk_Avg_OPS","M_Rk_Avg_OPS_norm","M_Rk_Avg_orgs","M_Rk_Avg_orgs_norm","M_Rk_Avg_PA","M_Rk_Avg_PA_norm","M_Rk_Avg_R","M_Rk_Avg_RBI","M_Rk_Avg_RBI_norm","M_Rk_Avg_R_norm","M_Rk_Avg_SB","M_Rk_Avg_SB_norm","M_Rk_Avg_SecA","M_Rk_Avg_SecA_norm","M_Rk_Avg_SF","M_Rk_Avg_SF_norm","M_Rk_Avg_SH","M_Rk_Avg_SH_norm","M_Rk_Avg_SLG","M_Rk_Avg_SLG_norm","M_Rk_Avg_SO","M_Rk_Avg_SOpct","M_Rk_Avg_SOpct_norm","M_Rk_Avg_SO_norm","M_Rk_Avg_TB","M_Rk_Avg_TB_norm","M_Rk_Avg_teams","M_Rk_Avg_teams_norm","M_Rk_Avg_Tpl","M_Rk_Avg_Tpl_norm","M_Rk_Avg_wOBA","M_Rk_Avg_wOBA_norm","M_Rk_Avg_XBH","M_Rk_Avg_XBHpct","M_Rk_Avg_XBHpct_norm","M_Rk_Avg_XBH_norm","M_Rk_Sum_AB","M_Rk_Sum_AB_HR","M_Rk_Sum_BABIP","M_Rk_Sum_Bavg","M_Rk_Sum_BB","M_Rk_Sum_BBpct","M_Rk_Sum_CS","M_Rk_Sum_Dbl","M_Rk_Sum_G","M_Rk_Sum_GDP","M_Rk_Sum_H","M_Rk_Sum_HBP","M_Rk_Sum_HR","M_Rk_Sum_HRpct","M_Rk_Sum_IBB","M_Rk_Sum_ISO","M_Rk_Sum_K_BB","M_Rk_Sum_OBP","M_Rk_Sum_OPS","M_Rk_Sum_orgs","M_Rk_Sum_PA","M_Rk_Sum_R","M_Rk_Sum_RBI","M_Rk_Sum_SB","M_Rk_Sum_SecA","M_Rk_Sum_SF","M_Rk_Sum_SH","M_Rk_Sum_SLG","M_Rk_Sum_SO","M_Rk_Sum_SOpct","M_Rk_Sum_TB","M_Rk_Sum_teams","M_Rk_Sum_Tpl","M_Rk_Sum_wOBA","M_Rk_Sum_XBH","M_Rk_Sum_XBHpct","M_Rk_Years","Low_A_Avg_AB","Low_A_Avg_AB_HR","Low_A_Avg_AB_HR_norm","Low_A_Avg_AB_norm","Low_A_Avg_Age","Low_A_Avg_BABIP","Low_A_Avg_BABIP_norm","Low_A_Avg_Bavg","Low_A_Avg_Bavg_norm","Low_A_Avg_BB","Low_A_Avg_BBpct","Low_A_Avg_BBpct_norm","Low_A_Avg_BB_norm","Low_A_Avg_CS","Low_A_Avg_CS_norm","Low_A_Avg_Dbl","Low_A_Avg_Dbl_norm","Low_A_Avg_G","Low_A_Avg_GDP","Low_A_Avg_GDP_norm","Low_A_Avg_G_norm","Low_A_Avg_H","Low_A_Avg_HBP","Low_A_Avg_HBP_norm","Low_A_Avg_HR","Low_A_Avg_HRpct","Low_A_Avg_HRpct_norm","Low_A_Avg_HR_norm","Low_A_Avg_H_norm","Low_A_Avg_IBB","Low_A_Avg_IBB_norm","Low_A_Avg_ISO","Low_A_Avg_ISO_norm","Low_A_Avg_K_BB","Low_A_Avg_K_BB_norm","Low_A_Avg_OBP","Low_A_Avg_OBP_norm","Low_A_Avg_OPS","Low_A_Avg_OPS_norm","Low_A_Avg_orgs","Low_A_Avg_orgs_norm","Low_A_Avg_PA","Low_A_Avg_PA_norm","Low_A_Avg_R","Low_A_Avg_RBI","Low_A_Avg_RBI_norm","Low_A_Avg_R_norm","Low_A_Avg_SB","Low_A_Avg_SB_norm","Low_A_Avg_SecA","Low_A_Avg_SecA_norm","Low_A_Avg_SF","Low_A_Avg_SF_norm","Low_A_Avg_SH","Low_A_Avg_SH_norm","Low_A_Avg_SLG","Low_A_Avg_SLG_norm","Low_A_Avg_SO","Low_A_Avg_SOpct","Low_A_Avg_SOpct_norm","Low_A_Avg_SO_norm","Low_A_Avg_TB","Low_A_Avg_TB_norm","Low_A_Avg_teams","Low_A_Avg_teams_norm","Low_A_Avg_Tpl","Low_A_Avg_Tpl_norm","Low_A_Avg_wOBA","Low_A_Avg_wOBA_norm","Low_A_Avg_XBH","Low_A_Avg_XBHpct","Low_A_Avg_XBHpct_norm","Low_A_Avg_XBH_norm","Low_A_Sum_AB","Low_A_Sum_AB_HR","Low_A_Sum_BABIP","Low_A_Sum_Bavg","Low_A_Sum_BB","Low_A_Sum_BBpct","Low_A_Sum_CS","Low_A_Sum_Dbl","Low_A_Sum_G","Low_A_Sum_GDP","Low_A_Sum_H","Low_A_Sum_HBP","Low_A_Sum_HR","Low_A_Sum_HRpct","Low_A_Sum_IBB","Low_A_Sum_ISO","Low_A_Sum_K_BB","Low_A_Sum_OBP","Low_A_Sum_OPS","Low_A_Sum_orgs","Low_A_Sum_PA","Low_A_Sum_R","Low_A_Sum_RBI","Low_A_Sum_SB","Low_A_Sum_SecA","Low_A_Sum_SF","Low_A_Sum_SH","Low_A_Sum_SLG","Low_A_Sum_SO","Low_A_Sum_SOpct","Low_A_Sum_TB","Low_A_Sum_teams","Low_A_Sum_Tpl","Low_A_Sum_wOBA","Low_A_Sum_XBH","Low_A_Sum_XBHpct","Low_A_Years","M_Low_A_Avg_AB","M_Low_A_Avg_AB_HR","M_Low_A_Avg_AB_HR_norm","M_Low_A_Avg_AB_norm","M_Low_A_Avg_Age","M_Low_A_Avg_BABIP","M_Low_A_Avg_BABIP_norm","M_Low_A_Avg_Bavg","M_Low_A_Avg_Bavg_norm","M_Low_A_Avg_BB","M_Low_A_Avg_BBpct","M_Low_A_Avg_BBpct_norm","M_Low_A_Avg_BB_norm","M_Low_A_Avg_CS","M_Low_A_Avg_CS_norm","M_Low_A_Avg_Dbl","M_Low_A_Avg_Dbl_norm","M_Low_A_Avg_G","M_Low_A_Avg_GDP","M_Low_A_Avg_GDP_norm","M_Low_A_Avg_G_norm","M_Low_A_Avg_H","M_Low_A_Avg_HBP","M_Low_A_Avg_HBP_norm","M_Low_A_Avg_HR","M_Low_A_Avg_HRpct","M_Low_A_Avg_HRpct_norm","M_Low_A_Avg_HR_norm","M_Low_A_Avg_H_norm","M_Low_A_Avg_IBB","M_Low_A_Avg_IBB_norm","M_Low_A_Avg_ISO","M_Low_A_Avg_ISO_norm","M_Low_A_Avg_K_BB","M_Low_A_Avg_K_BB_norm","M_Low_A_Avg_OBP","M_Low_A_Avg_OBP_norm","M_Low_A_Avg_OPS","M_Low_A_Avg_OPS_norm","M_Low_A_Avg_orgs","M_Low_A_Avg_orgs_norm","M_Low_A_Avg_PA","M_Low_A_Avg_PA_norm","M_Low_A_Avg_R","M_Low_A_Avg_RBI","M_Low_A_Avg_RBI_norm","M_Low_A_Avg_R_norm","M_Low_A_Avg_SB","M_Low_A_Avg_SB_norm","M_Low_A_Avg_SecA","M_Low_A_Avg_SecA_norm","M_Low_A_Avg_SF","M_Low_A_Avg_SF_norm","M_Low_A_Avg_SH","M_Low_A_Avg_SH_norm","M_Low_A_Avg_SLG","M_Low_A_Avg_SLG_norm","M_Low_A_Avg_SO","M_Low_A_Avg_SOpct","M_Low_A_Avg_SOpct_norm","M_Low_A_Avg_SO_norm","M_Low_A_Avg_TB","M_Low_A_Avg_TB_norm","M_Low_A_Avg_teams","M_Low_A_Avg_teams_norm","M_Low_A_Avg_Tpl","M_Low_A_Avg_Tpl_norm","M_Low_A_Avg_wOBA","M_Low_A_Avg_wOBA_norm","M_Low_A_Avg_XBH","M_Low_A_Avg_XBHpct","M_Low_A_Avg_XBHpct_norm","M_Low_A_Avg_XBH_norm","M_Low_A_Sum_AB","M_Low_A_Sum_AB_HR","M_Low_A_Sum_BABIP","M_Low_A_Sum_Bavg","M_Low_A_Sum_BB","M_Low_A_Sum_BBpct","M_Low_A_Sum_CS","M_Low_A_Sum_Dbl","M_Low_A_Sum_G","M_Low_A_Sum_GDP","M_Low_A_Sum_H","M_Low_A_Sum_HBP","M_Low_A_Sum_HR","M_Low_A_Sum_HRpct","M_Low_A_Sum_IBB","M_Low_A_Sum_ISO","M_Low_A_Sum_K_BB","M_Low_A_Sum_OBP","M_Low_A_Sum_OPS","M_Low_A_Sum_orgs","M_Low_A_Sum_PA","M_Low_A_Sum_R","M_Low_A_Sum_RBI","M_Low_A_Sum_SB","M_Low_A_Sum_SecA","M_Low_A_Sum_SF","M_Low_A_Sum_SH","M_Low_A_Sum_SLG","M_Low_A_Sum_SO","M_Low_A_Sum_SOpct","M_Low_A_Sum_TB","M_Low_A_Sum_teams","M_Low_A_Sum_Tpl","M_Low_A_Sum_wOBA","M_Low_A_Sum_XBH","M_Low_A_Sum_XBHpct","M_Low_A_Years","A_Avg_AB","A_Avg_AB_HR","A_Avg_AB_HR_norm","A_Avg_AB_norm","A_Avg_Age","A_Avg_BABIP","A_Avg_BABIP_norm","A_Avg_Bavg","A_Avg_Bavg_norm","A_Avg_BB","A_Avg_BBpct","A_Avg_BBpct_norm","A_Avg_BB_norm","A_Avg_CS","A_Avg_CS_norm","A_Avg_Dbl","A_Avg_Dbl_norm","A_Avg_G","A_Avg_GDP","A_Avg_GDP_norm","A_Avg_G_norm","A_Avg_H","A_Avg_HBP","A_Avg_HBP_norm","A_Avg_HR","A_Avg_HRpct","A_Avg_HRpct_norm","A_Avg_HR_norm","A_Avg_H_norm","A_Avg_IBB","A_Avg_IBB_norm","A_Avg_ISO","A_Avg_ISO_norm","A_Avg_K_BB","A_Avg_K_BB_norm","A_Avg_OBP","A_Avg_OBP_norm","A_Avg_OPS","A_Avg_OPS_norm","A_Avg_orgs","A_Avg_orgs_norm","A_Avg_PA","A_Avg_PA_norm","A_Avg_R","A_Avg_RBI","A_Avg_RBI_norm","A_Avg_R_norm","A_Avg_SB","A_Avg_SB_norm","A_Avg_SecA","A_Avg_SecA_norm","A_Avg_SF","A_Avg_SF_norm","A_Avg_SH","A_Avg_SH_norm","A_Avg_SLG","A_Avg_SLG_norm","A_Avg_SO","A_Avg_SOpct","A_Avg_SOpct_norm","A_Avg_SO_norm","A_Avg_TB","A_Avg_TB_norm","A_Avg_teams","A_Avg_teams_norm","A_Avg_Tpl","A_Avg_Tpl_norm","A_Avg_wOBA","A_Avg_wOBA_norm","A_Avg_XBH","A_Avg_XBHpct","A_Avg_XBHpct_norm","A_Avg_XBH_norm","A_Sum_AB","A_Sum_AB_HR","A_Sum_BABIP","A_Sum_Bavg","A_Sum_BB","A_Sum_BBpct","A_Sum_CS","A_Sum_Dbl","A_Sum_G","A_Sum_GDP","A_Sum_H","A_Sum_HBP","A_Sum_HR","A_Sum_HRpct","A_Sum_IBB","A_Sum_ISO","A_Sum_K_BB","A_Sum_OBP","A_Sum_OPS","A_Sum_orgs","A_Sum_PA","A_Sum_R","A_Sum_RBI","A_Sum_SB","A_Sum_SecA","A_Sum_SF","A_Sum_SH","A_Sum_SLG","A_Sum_SO","A_Sum_SOpct","A_Sum_TB","A_Sum_teams","A_Sum_Tpl","A_Sum_wOBA","A_Sum_XBH","A_Sum_XBHpct","A_Years","M_A_Avg_AB_HR_norm","M_A_Avg_Age","M_A_Avg_BABIP_norm","M_A_Avg_Bavg_norm","M_A_Avg_BBpct_norm","M_A_Avg_BB_norm","M_A_Avg_CS_norm","M_A_Avg_Dbl_norm","M_A_Avg_GDP_norm","M_A_Avg_HBP_norm","M_A_Avg_HRpct_norm","M_A_Avg_HR_norm","M_A_Avg_H_norm","M_A_Avg_IBB_norm","M_A_Avg_ISO_norm","M_A_Avg_K_BB_norm","M_A_Avg_OBP_norm","M_A_Avg_OPS_norm","M_A_Avg_orgs_norm","M_A_Avg_RBI_norm","M_A_Avg_SB_norm","M_A_Avg_SecA_norm","M_A_Avg_SF_norm","M_A_Avg_SH_norm","M_A_Avg_SLG_norm","M_A_Avg_SOpct_norm","M_A_Avg_TB_norm","M_A_Avg_teams_norm","M_A_Avg_Tpl_norm","M_A_Avg_wOBA_norm","M_A_Avg_XBHpct_norm","M_A_Avg_XBH_norm","orgName"
162784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,-0.583218155056283,-0.638304263092505,24,0,0,0,0,1,1,0,-0.499701759591717,0,-0.391294288215661,0,-0.658789172970548,1,0,-0.558497970902091,-0.628642251193161,0,0,-0.614759986596416,0,0,0,-0.549369396846126,-0.633669756203536,0,-0.418121005003545,0,0,0,-0.629081869208902,1,0,0,0,1,0,1,-0.627547519534238,0,0,-0.608725095150427,-0.579960043313027,0,-0.33468435801656,0,0,0,-0.458624616065839,0,-0.331496772065898,0,0,0,0,0,-0.621688010999108,0,-0.625614166269058,1,0,0,-0.364820924321948,0.693,0,0,0,-0.69258108517413,-0.606716469880933,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.693,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,"TBA"
164452,0,6,0,-0.622349392567121,-1.19231445016021,24,0.2,0,0.166666666666667,-0.812974808714421,1,0.125,0.417662781786768,-0.934092728179451,0,-0.739723332490659,1,-0.721866753223229,3,1,-0.169005074542383,-1.21359926077709,1,1,-0.228260289809253,0,0,-0.479363236170656,-0.660998798649959,-1.15774337749715,0,-0.339129908198208,0.333333333333333,0.601959923322134,1,-0.598665384803801,0.375,0.385670703824318,0.875,0.233201462104453,1,-0.05136654969375,8,-1.18302429851752,0,0,-1.11853885910771,-1.151729104051,0,-0.61613373816412,0.5,0.640738037930658,0,-0.716962495969567,0,-0.462193145904182,0.5,0.145491559507352,1,0.125,-0.794868314697641,-1.063995348507,3,-1.05966770063774,1,-0.146650765274998,0,-0.685363413890231,0.440625,0.440570091563348,2,2,1.80665773039358,-0.877087730700935,6,0,0.2,0.166666666666667,1,0.125,0,1,3,1,1,1,0,0,0,0.333333333333333,1,0.375,0.875,1,8,0,0,0,0.5,0,0,0.5,1,0.125,3,1,0,0.440625,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,-0.809000780824488,-1.21894380651588,24,0.529411764705882,2.52367024096065,0.473684210526316,3.50465557510943,4,0.173913043478261,2.09257287892601,-0.78937899586454,0,-0.726674052226676,3,-0.558283229881714,5,1,-0.427518726804727,-1.35727466406609,9,0,-0.869006870209526,0,0,-0.697053659013537,-0.800281754865683,-0.905914357398996,0,-0.316642563366054,0.315789473684211,1.157858682665,0.5,-0.721247635244633,0.565217391304348,3.68380009416973,1.35469107551487,2.98786922408401,1,0,23,-1.20851516387913,4,6,-0.70976382786212,-0.942184894156506,0,-0.645903121797051,0.526315789473684,1.82366270933932,0,-0.705497289131707,0,-0.562836956024084,0.789473684210526,2.33980997813707,2,0.0869565217391304,-1.69514917275842,-1.34427676742367,15,-0.924797863331789,1,0,0,-0.634709198265689,0.624391304347826,2.96048728187592,6,0.666666666666667,-0.175019885165411,-0.850059889418078,19,0,0.529411764705882,0.473684210526316,4,0.173913043478261,0,3,5,1,9,0,0,0,0,0.315789473684211,0.5,0.565217391304348,1.35469107551487,1,23,4,6,0,0.526315789473684,0,0,0.789473684210526,2,0.0869565217391304,15,1,0,0.624391304347826,6,0.666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,168,1.73480340553548,-0.289617271088845,21,0.345588235294118,0.455809088153639,0.285714285714286,0.629211545600687,21,0.10880829015544,0.636454724351728,0.0806795948761396,0,-0.768956584255865,13,0.342311359576148,49,7,0.804032490261846,-0.242639608250824,48,2,-0.248946756601671,1,0.00518134715025906,-0.562270494613982,-0.613427478607691,-0.132591906094774,0,-0.517572361275543,0.178571428571429,-0.0521306435296598,1.47619047619048,-0.63753012563173,0.371727748691099,0.836866362743957,0.836013462976814,0.433384852369398,1,-0.0533760512683636,193,-0.264771112501694,19,26,0.0735141300034894,-0.393060617149436,0,-0.661501858976503,0.303571428571429,0.0672253954190506,0,-0.882254533108053,2,0.0584631112046295,0.464285714285714,0.222114412414199,31,0.160621761658031,-0.719240823239471,-0.495840989431535,78,-0.217652777119626,1,-0.0533760512683636,0,-0.797269576126208,0.405984293193717,0.449270070086963,30,0.625,-0.263413351449545,-0.297193317477709,168,168,0.345588235294118,0.285714285714286,21,0.10880829015544,0,13,49,7,48,2,1,0.00518134715025906,0,0.178571428571429,1.47619047619048,0.371727748691099,0.836013462976814,1,193,19,26,0,0.303571428571429,0,2,0.464285714285714,31,0.160621761658031,78,1,0,0.405984293193717,30,0.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CHN"
