"League","threshold","varlist","trueNeg","falsNeg","truePos","falsePos","rate"
"Rk",0.155526451190421,"Rk_Avg_AB Rk_Avg_AB_HR Rk_Avg_Age Rk_Avg_BABIP Rk_Avg_Bavg Rk_Avg_BB Rk_Avg_BBpct Rk_Avg_CS Rk_Avg_Dbl Rk_Avg_G Rk_Avg_GDP Rk_Avg_H Rk_Avg_HBP Rk_Avg_HR Rk_Avg_IBB Rk_Avg_ISO Rk_Avg_K_BB Rk_Avg_OBP Rk_Avg_OPS Rk_Avg_orgs Rk_Avg_PA Rk_Avg_R Rk_Avg_RBI Rk_Avg_SB Rk_Avg_SecA Rk_Avg_SF Rk_Avg_SH Rk_Avg_SLG Rk_Avg_SO Rk_Avg_SOpct Rk_Avg_TB Rk_Avg_teams Rk_Avg_Tpl Rk_Avg_wOBA Rk_Avg_wRAA Rk_Avg_XBH Rk_Avg_XBHpct",3748,214,86,228,0.896632366697848
"lowA",0.182592818015825,"Rk_Avg_AB Rk_Avg_AB_HR Rk_Avg_Age Rk_Avg_BABIP Rk_Avg_Bavg Rk_Avg_BB Rk_Avg_BBpct Rk_Avg_CS Rk_Avg_Dbl Rk_Avg_G Rk_Avg_GDP Rk_Avg_H Rk_Avg_HBP Rk_Avg_HR Rk_Avg_IBB Rk_Avg_ISO Rk_Avg_K_BB Rk_Avg_OBP Rk_Avg_OPS Rk_Avg_orgs Rk_Avg_PA Rk_Avg_R Rk_Avg_RBI Rk_Avg_SB Rk_Avg_SecA Rk_Avg_SF Rk_Avg_SH Rk_Avg_SLG Rk_Avg_SO Rk_Avg_SOpct Rk_Avg_TB Rk_Avg_teams Rk_Avg_Tpl Rk_Avg_wOBA Rk_Avg_wRAA Rk_Avg_XBH Rk_Avg_XBHpct M_Rk_Avg_AB M_Rk_Avg_AB_HR M_Rk_Avg_Age M_Rk_Avg_BABIP M_Rk_Avg_Bavg M_Rk_Avg_BB M_Rk_Avg_BBpct M_Rk_Avg_CS M_Rk_Avg_Dbl M_Rk_Avg_G M_Rk_Avg_GDP M_Rk_Avg_H M_Rk_Avg_HBP M_Rk_Avg_HR M_Rk_Avg_HRpct M_Rk_Avg_IBB M_Rk_Avg_ISO M_Rk_Avg_K_BB M_Rk_Avg_OBP M_Rk_Avg_OPS M_Rk_Avg_orgs M_Rk_Avg_PA M_Rk_Avg_R M_Rk_Avg_RBI M_Rk_Avg_SB M_Rk_Avg_SecA M_Rk_Avg_SF M_Rk_Avg_SH M_Rk_Avg_SLG M_Rk_Avg_SO M_Rk_Avg_SOpct M_Rk_Avg_TB M_Rk_Avg_teams M_Rk_Avg_Tpl M_Rk_Avg_wOBA M_Rk_Avg_wRAA M_Rk_Avg_XBH M_Rk_Avg_XBHpct Low_A_Avg_AB Low_A_Avg_AB_HR Low_A_Avg_Age Low_A_Avg_BABIP Low_A_Avg_Bavg Low_A_Avg_BB Low_A_Avg_BBpct Low_A_Avg_CS Low_A_Avg_Dbl Low_A_Avg_G Low_A_Avg_GDP Low_A_Avg_H Low_A_Avg_HBP Low_A_Avg_HR Low_A_Avg_HRpct Low_A_Avg_IBB Low_A_Avg_ISO Low_A_Avg_K_BB Low_A_Avg_OBP Low_A_Avg_OPS Low_A_Avg_orgs Low_A_Avg_PA Low_A_Avg_R Low_A_Avg_RBI Low_A_Avg_SB Low_A_Avg_SecA Low_A_Avg_SF Low_A_Avg_SH Low_A_Avg_SLG Low_A_Avg_SO Low_A_Avg_SOpct Low_A_Avg_TB Low_A_Avg_teams Low_A_Avg_Tpl Low_A_Avg_wOBA Low_A_Avg_wRAA Low_A_Avg_XBH Low_A_Avg_XBHpct",2249,119,60,201,0.878280715100799
"A",0.252045826513912,"Rk_Avg_AB Rk_Avg_AB_HR Rk_Avg_Age Rk_Avg_BABIP Rk_Avg_Bavg Rk_Avg_BB Rk_Avg_BBpct Rk_Avg_CS Rk_Avg_Dbl Rk_Avg_G Rk_Avg_GDP Rk_Avg_H Rk_Avg_HBP Rk_Avg_HR Rk_Avg_IBB Rk_Avg_ISO Rk_Avg_K_BB Rk_Avg_OBP Rk_Avg_OPS Rk_Avg_orgs Rk_Avg_PA Rk_Avg_R Rk_Avg_RBI Rk_Avg_SB Rk_Avg_SecA Rk_Avg_SF Rk_Avg_SH Rk_Avg_SLG Rk_Avg_SO Rk_Avg_SOpct Rk_Avg_TB Rk_Avg_teams Rk_Avg_Tpl Rk_Avg_wOBA Rk_Avg_XBH Rk_Avg_XBHpct M_Rk_Avg_AB M_Rk_Avg_AB_HR M_Rk_Avg_Age M_Rk_Avg_BABIP M_Rk_Avg_Bavg M_Rk_Avg_BB M_Rk_Avg_BBpct M_Rk_Avg_CS M_Rk_Avg_Dbl M_Rk_Avg_G M_Rk_Avg_GDP M_Rk_Avg_H M_Rk_Avg_HBP M_Rk_Avg_HR M_Rk_Avg_HRpct M_Rk_Avg_IBB M_Rk_Avg_ISO M_Rk_Avg_K_BB M_Rk_Avg_OBP M_Rk_Avg_OPS M_Rk_Avg_orgs M_Rk_Avg_PA M_Rk_Avg_R M_Rk_Avg_RBI M_Rk_Avg_SB M_Rk_Avg_SecA M_Rk_Avg_SF M_Rk_Avg_SH M_Rk_Avg_SLG M_Rk_Avg_SO M_Rk_Avg_SOpct M_Rk_Avg_TB M_Rk_Avg_teams M_Rk_Avg_Tpl M_Rk_Avg_wOBA M_Rk_Avg_XBH M_Rk_Avg_XBHpct Low_A_Avg_AB Low_A_Avg_AB_HR Low_A_Avg_Age Low_A_Avg_BABIP Low_A_Avg_Bavg Low_A_Avg_BB Low_A_Avg_BBpct Low_A_Avg_CS Low_A_Avg_Dbl Low_A_Avg_G Low_A_Avg_GDP Low_A_Avg_H Low_A_Avg_HBP Low_A_Avg_HR Low_A_Avg_ISO Low_A_Avg_K_BB Low_A_Avg_OBP Low_A_Avg_OPS Low_A_Avg_orgs Low_A_Avg_PA Low_A_Avg_R Low_A_Avg_RBI Low_A_Avg_SB Low_A_Avg_SecA Low_A_Avg_SLG Low_A_Avg_SO Low_A_Avg_SOpct Low_A_Avg_TB Low_A_Avg_teams Low_A_Avg_Tpl Low_A_Avg_wOBA Low_A_Avg_XBH Low_A_Avg_XBHpct M_Low_A_Avg_AB M_Low_A_Avg_AB_HR M_Low_A_Avg_Age M_Low_A_Avg_BABIP M_Low_A_Avg_Bavg M_Low_A_Avg_BB M_Low_A_Avg_BBpct M_Low_A_Avg_CS M_Low_A_Avg_Dbl M_Low_A_Avg_G M_Low_A_Avg_GDP M_Low_A_Avg_H M_Low_A_Avg_HBP M_Low_A_Avg_HR M_Low_A_Avg_HRpct M_Low_A_Avg_IBB M_Low_A_Avg_ISO M_Low_A_Avg_K_BB M_Low_A_Avg_OBP M_Low_A_Avg_OPS M_Low_A_Avg_orgs M_Low_A_Avg_PA M_Low_A_Avg_R M_Low_A_Avg_RBI M_Low_A_Avg_SB M_Low_A_Avg_SecA M_Low_A_Avg_SF M_Low_A_Avg_SH M_Low_A_Avg_SLG M_Low_A_Avg_SO M_Low_A_Avg_SOpct M_Low_A_Avg_TB M_Low_A_Avg_teams M_Low_A_Avg_Tpl M_Low_A_Avg_wOBA M_Low_A_Avg_XBH M_Low_A_Avg_XBHpct A_Avg_AB A_Avg_AB_HR A_Avg_Age A_Avg_BABIP A_Avg_Bavg A_Avg_BB A_Avg_BBpct A_Avg_CS A_Avg_Dbl A_Avg_G A_Avg_GDP A_Avg_H A_Avg_HBP A_Avg_HR A_Avg_HRpct A_Avg_IBB A_Avg_ISO A_Avg_K_BB A_Avg_OBP A_Avg_OPS A_Avg_orgs A_Avg_PA A_Avg_R A_Avg_RBI A_Avg_SB A_Avg_SecA A_Avg_SF A_Avg_SH A_Avg_SLG A_Avg_SO A_Avg_SOpct A_Avg_TB A_Avg_teams A_Avg_Tpl A_Avg_wOBA A_Avg_XBH A_Avg_XBHpct",2515,147,154,239,0.873649754500818
"highA",0.242986210175939,"Rk_Avg_AB Rk_Avg_AB_HR Rk_Avg_Age Rk_Avg_BABIP Rk_Avg_Bavg Rk_Avg_BB Rk_Avg_BBpct Rk_Avg_CS Rk_Avg_Dbl Rk_Avg_G Rk_Avg_GDP Rk_Avg_H Rk_Avg_HBP Rk_Avg_HR Rk_Avg_IBB Rk_Avg_ISO Rk_Avg_K_BB Rk_Avg_OBP Rk_Avg_OPS Rk_Avg_orgs Rk_Avg_PA Rk_Avg_R Rk_Avg_RBI Rk_Avg_SB Rk_Avg_SecA Rk_Avg_SF Rk_Avg_SH Rk_Avg_SLG Rk_Avg_SO Rk_Avg_SOpct Rk_Avg_TB Rk_Avg_teams Rk_Avg_Tpl Rk_Avg_wOBA Rk_Avg_XBH Rk_Avg_XBHpct M_Rk_Avg_AB M_Rk_Avg_AB_HR M_Rk_Avg_Age M_Rk_Avg_BABIP M_Rk_Avg_Bavg M_Rk_Avg_BB M_Rk_Avg_BBpct M_Rk_Avg_CS M_Rk_Avg_Dbl M_Rk_Avg_G M_Rk_Avg_GDP M_Rk_Avg_H M_Rk_Avg_HBP M_Rk_Avg_HR M_Rk_Avg_HRpct M_Rk_Avg_IBB M_Rk_Avg_ISO M_Rk_Avg_K_BB M_Rk_Avg_OBP M_Rk_Avg_OPS M_Rk_Avg_orgs M_Rk_Avg_PA M_Rk_Avg_R M_Rk_Avg_RBI M_Rk_Avg_SB M_Rk_Avg_SecA M_Rk_Avg_SF M_Rk_Avg_SH M_Rk_Avg_SLG M_Rk_Avg_SO M_Rk_Avg_SOpct M_Rk_Avg_TB M_Rk_Avg_teams M_Rk_Avg_Tpl M_Rk_Avg_wOBA M_Rk_Avg_XBH M_Rk_Avg_XBHpct Low_A_Avg_AB Low_A_Avg_AB_HR Low_A_Avg_Age Low_A_Avg_BABIP Low_A_Avg_Bavg Low_A_Avg_BB Low_A_Avg_BBpct Low_A_Avg_CS Low_A_Avg_Dbl Low_A_Avg_G Low_A_Avg_GDP Low_A_Avg_H Low_A_Avg_HBP Low_A_Avg_HR Low_A_Avg_HRpct Low_A_Avg_ISO Low_A_Avg_K_BB Low_A_Avg_OBP Low_A_Avg_OPS Low_A_Avg_orgs Low_A_Avg_PA Low_A_Avg_R Low_A_Avg_RBI Low_A_Avg_SB Low_A_Avg_SecA Low_A_Avg_SLG Low_A_Avg_SO Low_A_Avg_SOpct Low_A_Avg_TB Low_A_Avg_teams Low_A_Avg_Tpl Low_A_Avg_wOBA Low_A_Avg_XBH Low_A_Avg_XBHpct M_Low_A_Avg_AB M_Low_A_Avg_AB_HR M_Low_A_Avg_Age M_Low_A_Avg_BABIP M_Low_A_Avg_Bavg M_Low_A_Avg_BB M_Low_A_Avg_BBpct M_Low_A_Avg_CS M_Low_A_Avg_Dbl M_Low_A_Avg_G M_Low_A_Avg_GDP M_Low_A_Avg_H M_Low_A_Avg_HBP M_Low_A_Avg_HR M_Low_A_Avg_HRpct M_Low_A_Avg_IBB M_Low_A_Avg_ISO M_Low_A_Avg_K_BB M_Low_A_Avg_OBP M_Low_A_Avg_OPS M_Low_A_Avg_orgs M_Low_A_Avg_PA M_Low_A_Avg_R M_Low_A_Avg_RBI M_Low_A_Avg_SB M_Low_A_Avg_SecA M_Low_A_Avg_SF M_Low_A_Avg_SH M_Low_A_Avg_SLG M_Low_A_Avg_SO M_Low_A_Avg_SOpct M_Low_A_Avg_TB M_Low_A_Avg_teams M_Low_A_Avg_Tpl M_Low_A_Avg_wOBA M_Low_A_Avg_XBH M_Low_A_Avg_XBHpct A_Avg_AB A_Avg_AB_HR A_Avg_Age A_Avg_BABIP A_Avg_Bavg A_Avg_BB A_Avg_BBpct A_Avg_CS A_Avg_Dbl A_Avg_G A_Avg_GDP A_Avg_H A_Avg_HBP A_Avg_HR A_Avg_HRpct A_Avg_IBB A_Avg_ISO A_Avg_K_BB A_Avg_OBP A_Avg_OPS A_Avg_orgs A_Avg_PA A_Avg_R A_Avg_RBI A_Avg_SB A_Avg_SecA A_Avg_SF A_Avg_SH A_Avg_SLG A_Avg_SO A_Avg_SOpct A_Avg_TB A_Avg_teams A_Avg_Tpl A_Avg_wOBA A_Avg_XBH A_Avg_XBHpct High_A_Avg_AB High_A_Avg_AB_HR High_A_Avg_Age High_A_Avg_BABIP High_A_Avg_Bavg High_A_Avg_BB High_A_Avg_BBpct High_A_Avg_CS High_A_Avg_Dbl High_A_Avg_G High_A_Avg_GDP High_A_Avg_H High_A_Avg_HBP High_A_Avg_HR High_A_Avg_IBB High_A_Avg_ISO High_A_Avg_K_BB High_A_Avg_OBP High_A_Avg_OPS High_A_Avg_orgs High_A_Avg_PA High_A_Avg_R High_A_Avg_RBI High_A_Avg_SB High_A_Avg_SecA High_A_Avg_SF High_A_Avg_SH High_A_Avg_SLG High_A_Avg_SO High_A_Avg_SOpct High_A_Avg_TB High_A_Avg_teams High_A_Avg_Tpl High_A_Avg_wOBA High_A_Avg_XBH High_A_Avg_XBHpct M_A_Avg_AB M_A_Avg_AB_HR M_A_Avg_Age M_A_Avg_BABIP M_A_Avg_Bavg M_A_Avg_BB M_A_Avg_BBpct M_A_Avg_CS M_A_Avg_Dbl M_A_Avg_G M_A_Avg_GDP M_A_Avg_H M_A_Avg_HBP M_A_Avg_HR M_A_Avg_HRpct M_A_Avg_IBB M_A_Avg_ISO M_A_Avg_K_BB M_A_Avg_OBP M_A_Avg_OPS M_A_Avg_orgs M_A_Avg_PA M_A_Avg_R M_A_Avg_RBI M_A_Avg_SB M_A_Avg_SecA M_A_Avg_SF M_A_Avg_SH M_A_Avg_SLG M_A_Avg_SO M_A_Avg_SOpct M_A_Avg_TB M_A_Avg_teams M_A_Avg_Tpl M_A_Avg_wOBA M_A_Avg_XBH M_A_Avg_XBHpct",2200,160,256,329,0.833955857385399
"AA",0.399625320449615,"Rk_Avg_AB Rk_Avg_AB_HR Rk_Avg_Age Rk_Avg_BABIP Rk_Avg_Bavg Rk_Avg_BB Rk_Avg_BBpct Rk_Avg_CS Rk_Avg_Dbl Rk_Avg_G Rk_Avg_GDP Rk_Avg_H Rk_Avg_HBP Rk_Avg_HR Rk_Avg_IBB Rk_Avg_ISO Rk_Avg_K_BB Rk_Avg_OBP Rk_Avg_OPS Rk_Avg_orgs Rk_Avg_PA Rk_Avg_R Rk_Avg_RBI Rk_Avg_SB Rk_Avg_SecA Rk_Avg_SF Rk_Avg_SH Rk_Avg_SLG Rk_Avg_SO Rk_Avg_SOpct Rk_Avg_TB Rk_Avg_teams Rk_Avg_Tpl Rk_Avg_wOBA Rk_Avg_wRAA Rk_Avg_XBH Rk_Avg_XBHpct M_Rk_Avg_AB M_Rk_Avg_AB_HR M_Rk_Avg_Age M_Rk_Avg_BABIP M_Rk_Avg_Bavg M_Rk_Avg_BB M_Rk_Avg_BBpct M_Rk_Avg_CS M_Rk_Avg_Dbl M_Rk_Avg_G M_Rk_Avg_GDP M_Rk_Avg_H M_Rk_Avg_HBP M_Rk_Avg_HR M_Rk_Avg_HRpct M_Rk_Avg_IBB M_Rk_Avg_ISO M_Rk_Avg_K_BB M_Rk_Avg_OBP M_Rk_Avg_OPS M_Rk_Avg_orgs M_Rk_Avg_PA M_Rk_Avg_R M_Rk_Avg_RBI M_Rk_Avg_SB M_Rk_Avg_SecA M_Rk_Avg_SF M_Rk_Avg_SH M_Rk_Avg_SLG M_Rk_Avg_SO M_Rk_Avg_SOpct M_Rk_Avg_TB M_Rk_Avg_teams M_Rk_Avg_Tpl M_Rk_Avg_wOBA M_Rk_Avg_wRAA M_Rk_Avg_XBH M_Rk_Avg_XBHpct Low_A_Avg_AB Low_A_Avg_AB_HR Low_A_Avg_Age Low_A_Avg_BABIP Low_A_Avg_Bavg Low_A_Avg_BB Low_A_Avg_BBpct Low_A_Avg_CS Low_A_Avg_Dbl Low_A_Avg_G Low_A_Avg_GDP Low_A_Avg_H Low_A_Avg_HBP Low_A_Avg_HR Low_A_Avg_HRpct Low_A_Avg_ISO Low_A_Avg_K_BB Low_A_Avg_OBP Low_A_Avg_OPS Low_A_Avg_orgs Low_A_Avg_PA Low_A_Avg_R Low_A_Avg_RBI Low_A_Avg_SB Low_A_Avg_SecA Low_A_Avg_SLG Low_A_Avg_SO Low_A_Avg_SOpct Low_A_Avg_TB Low_A_Avg_teams Low_A_Avg_Tpl Low_A_Avg_wOBA Low_A_Avg_wRAA Low_A_Avg_XBH Low_A_Avg_XBHpct M_Low_A_Avg_AB M_Low_A_Avg_AB_HR M_Low_A_Avg_Age M_Low_A_Avg_BABIP M_Low_A_Avg_Bavg M_Low_A_Avg_BB M_Low_A_Avg_BBpct M_Low_A_Avg_CS M_Low_A_Avg_Dbl M_Low_A_Avg_G M_Low_A_Avg_GDP M_Low_A_Avg_H M_Low_A_Avg_HBP M_Low_A_Avg_HR M_Low_A_Avg_HRpct M_Low_A_Avg_IBB M_Low_A_Avg_ISO M_Low_A_Avg_K_BB M_Low_A_Avg_OBP M_Low_A_Avg_OPS M_Low_A_Avg_orgs M_Low_A_Avg_PA M_Low_A_Avg_R M_Low_A_Avg_RBI M_Low_A_Avg_SB M_Low_A_Avg_SecA M_Low_A_Avg_SF M_Low_A_Avg_SH M_Low_A_Avg_SLG M_Low_A_Avg_SO M_Low_A_Avg_SOpct M_Low_A_Avg_TB M_Low_A_Avg_teams M_Low_A_Avg_Tpl M_Low_A_Avg_wOBA M_Low_A_Avg_wRAA M_Low_A_Avg_XBH M_Low_A_Avg_XBHpct AA_Avg_AB AA_Avg_AB_HR AA_Avg_Age AA_Avg_BABIP AA_Avg_Bavg AA_Avg_BB AA_Avg_BBpct AA_Avg_CS AA_Avg_Dbl AA_Avg_G AA_Avg_GDP AA_Avg_H AA_Avg_HBP AA_Avg_HR AA_Avg_IBB AA_Avg_ISO AA_Avg_K_BB AA_Avg_OBP AA_Avg_OPS AA_Avg_orgs AA_Avg_PA AA_Avg_R AA_Avg_RBI AA_Avg_SB AA_Avg_SecA AA_Avg_SF AA_Avg_SH AA_Avg_SLG AA_Avg_SO AA_Avg_SOpct AA_Avg_TB AA_Avg_teams AA_Avg_Tpl AA_Avg_wOBA AA_Avg_wRAA AA_Avg_XBH AA_Avg_XBHpct A_Avg_AB A_Avg_AB_HR A_Avg_Age A_Avg_BABIP A_Avg_Bavg A_Avg_BB A_Avg_BBpct A_Avg_CS A_Avg_Dbl A_Avg_G A_Avg_GDP A_Avg_H A_Avg_HBP A_Avg_HR A_Avg_IBB A_Avg_ISO A_Avg_K_BB A_Avg_OBP A_Avg_OPS A_Avg_orgs A_Avg_PA A_Avg_R A_Avg_RBI A_Avg_SB A_Avg_SecA A_Avg_SF A_Avg_SH A_Avg_SLG A_Avg_SO A_Avg_SOpct A_Avg_TB A_Avg_teams A_Avg_Tpl A_Avg_wOBA A_Avg_wRAA A_Avg_XBH A_Avg_XBHpct High_A_Avg_AB High_A_Avg_AB_HR High_A_Avg_Age High_A_Avg_BABIP High_A_Avg_Bavg High_A_Avg_BB High_A_Avg_BBpct High_A_Avg_CS High_A_Avg_Dbl High_A_Avg_G High_A_Avg_GDP High_A_Avg_H High_A_Avg_HBP High_A_Avg_HR High_A_Avg_IBB High_A_Avg_ISO High_A_Avg_K_BB High_A_Avg_OBP High_A_Avg_OPS High_A_Avg_orgs High_A_Avg_PA High_A_Avg_R High_A_Avg_RBI High_A_Avg_SB High_A_Avg_SecA High_A_Avg_SF High_A_Avg_SH High_A_Avg_SLG High_A_Avg_SO High_A_Avg_SOpct High_A_Avg_TB High_A_Avg_teams High_A_Avg_Tpl High_A_Avg_wOBA High_A_Avg_wRAA High_A_Avg_XBH High_A_Avg_XBHpct M_A_Avg_AB M_A_Avg_AB_HR M_A_Avg_Age M_A_Avg_BABIP M_A_Avg_Bavg M_A_Avg_BB M_A_Avg_BBpct M_A_Avg_CS M_A_Avg_Dbl M_A_Avg_G M_A_Avg_GDP M_A_Avg_H M_A_Avg_HBP M_A_Avg_HR M_A_Avg_HRpct M_A_Avg_IBB M_A_Avg_ISO M_A_Avg_K_BB M_A_Avg_OBP M_A_Avg_OPS M_A_Avg_orgs M_A_Avg_PA M_A_Avg_R M_A_Avg_RBI M_A_Avg_SB M_A_Avg_SecA M_A_Avg_SF M_A_Avg_SH M_A_Avg_SLG M_A_Avg_SO M_A_Avg_SOpct M_A_Avg_TB M_A_Avg_teams M_A_Avg_Tpl M_A_Avg_wOBA M_A_Avg_wRAA M_A_Avg_XBH M_A_Avg_XBHpct M_High_A_Avg_AB M_High_A_Avg_AB_HR M_High_A_Avg_Age M_High_A_Avg_BABIP M_High_A_Avg_Bavg M_High_A_Avg_BB M_High_A_Avg_BBpct M_High_A_Avg_CS M_High_A_Avg_Dbl M_High_A_Avg_G M_High_A_Avg_GDP M_High_A_Avg_H M_High_A_Avg_HBP M_High_A_Avg_HR M_High_A_Avg_HRpct M_High_A_Avg_IBB M_High_A_Avg_ISO M_High_A_Avg_K_BB M_High_A_Avg_OBP M_High_A_Avg_OPS M_High_A_Avg_orgs M_High_A_Avg_PA M_High_A_Avg_R M_High_A_Avg_RBI M_High_A_Avg_SB M_High_A_Avg_SecA M_High_A_Avg_SF M_High_A_Avg_SH M_High_A_Avg_SLG M_High_A_Avg_SO M_High_A_Avg_SOpct M_High_A_Avg_TB M_High_A_Avg_teams M_High_A_Avg_Tpl M_High_A_Avg_wOBA M_High_A_Avg_wRAA M_High_A_Avg_XBH M_High_A_Avg_XBHpct",1453,184,264,128,0.846229669788073
