playerid,Made.it.flag,Rk_Avg_AB,Rk_Avg_AB_HR,Rk_Avg_AB_HR_norm,Rk_Avg_AB_norm,Rk_Avg_Age,Rk_Avg_BABIP,Rk_Avg_BABIP_norm,Rk_Avg_Bavg,Rk_Avg_Bavg_norm,Rk_Avg_BB,Rk_Avg_BBpct,Rk_Avg_BBpct_norm,Rk_Avg_BB_norm,Rk_Avg_CS,Rk_Avg_CS_norm,Rk_Avg_Dbl,Rk_Avg_Dbl_norm,Rk_Avg_G,Rk_Avg_GDP,Rk_Avg_GDP_norm,Rk_Avg_G_norm,Rk_Avg_H,Rk_Avg_HBP,Rk_Avg_HBP_norm,Rk_Avg_HR,Rk_Avg_HRpct,Rk_Avg_HRpct_norm,Rk_Avg_HR_norm,Rk_Avg_H_norm,Rk_Avg_IBB,Rk_Avg_IBB_norm,Rk_Avg_ISO,Rk_Avg_ISO_norm,Rk_Avg_K_BB,Rk_Avg_K_BB_norm,Rk_Avg_OBP,Rk_Avg_OBP_norm,Rk_Avg_OPS,Rk_Avg_OPS_norm,Rk_Avg_orgs,Rk_Avg_orgs_norm,Rk_Avg_PA,Rk_Avg_PA_norm,Rk_Avg_R,Rk_Avg_RBI,Rk_Avg_RBI_norm,Rk_Avg_R_norm,Rk_Avg_SB,Rk_Avg_SB_norm,Rk_Avg_SecA,Rk_Avg_SecA_norm,Rk_Avg_SF,Rk_Avg_SF_norm,Rk_Avg_SH,Rk_Avg_SH_norm,Rk_Avg_SLG,Rk_Avg_SLG_norm,Rk_Avg_SO,Rk_Avg_SOpct,Rk_Avg_SOpct_norm,Rk_Avg_SO_norm,Rk_Avg_TB,Rk_Avg_TB_norm,Rk_Avg_teams,Rk_Avg_teams_norm,Rk_Avg_Tpl,Rk_Avg_Tpl_norm,Rk_Avg_wOBA,Rk_Avg_wOBA_norm,Rk_Avg_wRAA,Rk_Avg_wRAA_norm,Rk_Avg_XBH,Rk_Avg_XBHpct,Rk_Avg_XBHpct_norm,Rk_Avg_XBH_norm,Rk_Sum_AB,Rk_Sum_AB_HR,Rk_Sum_BABIP,Rk_Sum_Bavg,Rk_Sum_BB,Rk_Sum_BBpct,Rk_Sum_CS,Rk_Sum_Dbl,Rk_Sum_G,Rk_Sum_GDP,Rk_Sum_H,Rk_Sum_HBP,Rk_Sum_HR,Rk_Sum_HRpct,Rk_Sum_IBB,Rk_Sum_ISO,Rk_Sum_K_BB,Rk_Sum_OBP,Rk_Sum_OPS,Rk_Sum_orgs,Rk_Sum_PA,Rk_Sum_R,Rk_Sum_RBI,Rk_Sum_SB,Rk_Sum_SecA,Rk_Sum_SF,Rk_Sum_SH,Rk_Sum_SLG,Rk_Sum_SO,Rk_Sum_SOpct,Rk_Sum_TB,Rk_Sum_teams,Rk_Sum_Tpl,Rk_Sum_wOBA,Rk_Sum_wRAA,Rk_Sum_XBH,Rk_Sum_XBHpct,Rk_Years,M_Rk_Avg_AB_HR_norm,M_Rk_Avg_AB_norm,M_Rk_Avg_Age,M_Rk_Avg_BABIP_norm,M_Rk_Avg_Bavg_norm,M_Rk_Avg_BBpct_norm,M_Rk_Avg_BB_norm,M_Rk_Avg_CS_norm,M_Rk_Avg_Dbl_norm,M_Rk_Avg_GDP_norm,M_Rk_Avg_G_norm,M_Rk_Avg_HBP_norm,M_Rk_Avg_HRpct_norm,M_Rk_Avg_HR_norm,M_Rk_Avg_H_norm,M_Rk_Avg_IBB_norm,M_Rk_Avg_ISO_norm,M_Rk_Avg_K_BB_norm,M_Rk_Avg_OBP_norm,M_Rk_Avg_OPS_norm,M_Rk_Avg_orgs_norm,M_Rk_Avg_PA_norm,M_Rk_Avg_RBI_norm,M_Rk_Avg_R_norm,M_Rk_Avg_SB_norm,M_Rk_Avg_SecA_norm,M_Rk_Avg_SF_norm,M_Rk_Avg_SH_norm,M_Rk_Avg_SLG_norm,M_Rk_Avg_SOpct_norm,M_Rk_Avg_SO_norm,M_Rk_Avg_TB_norm,M_Rk_Avg_teams_norm,M_Rk_Avg_Tpl_norm,M_Rk_Avg_wOBA_norm,M_Rk_Avg_wRAA_norm,M_Rk_Avg_XBHpct_norm,M_Rk_Avg_XBH_norm,WAR
122625,1,20.0,20.0,-0.22618652164466602,-1.0389128189435002,18.0,0.294117647058824,0.0,0.3,0.511647888931579,1.0,0.0476190476190476,-0.732405700266207,-1.0407947370489201,0.0,-0.7284982707506479,2.0,-0.42769646971305,6.0,1.0,-0.270838191701294,-1.19537513028444,6.0,0.0,-0.7466419205238292,1.0,0.0476190476190476,1.47504141998295,0.0342993026211304,-0.8681078919195259,0.0,-0.26712418278901895,0.4,1.3733595986983,2.0,-0.200494631092338,0.33333333333333304,0.0750118558748805,1.03333333333333,0.8879796732594849,1.0,0.0,21.0,-1.07588588158937,6.0,2.0,-0.838131166614606,-0.49981215733621903,0.0,-0.6783113261994371,0.45,0.8841999684227551,0.0,-0.65222038396698,0.0,-0.562260430149984,0.7,1.15121892442578,2.0,0.0952380952380952,-0.9410708487976949,-1.11130940302135,14.0,-0.647411707037323,1.0,0.0,0.0,-0.554561445738875,0.5,0.9095476597103359,3.0153846153846198,0.26512110066892197,8.0,1.33333333333333,1.6884794663861498,-0.331066280851123,20,20.0,0.294117647058824,0.3,1,0.0476190476190476,0,2,6,1,6,0,1,0.0476190476190476,0,0.4,2.0,0.33333333333333304,1.03333333333333,1,21,6,2,0,0.45,0,0,0.7,2,0.0952380952380952,14,1,0,0.5,3.0153846153846198,8,1.33333333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.65
1227,1,123.5,72.5,0.6533031129493829,0.14089500230734697,17.5,0.27011299435028197,-0.47284643242283797,0.22646363509943002,0.0169285231795452,4.0,0.0305836139169472,-1.11966466510485,-0.8104404086839608,1.0,-0.49452595840545704,6.0,0.275467205077325,41.0,0.0,0.0,0.287945523480492,29.0,0.5,-0.520662373296537,2.0,0.0143097643097643,0.490166840857016,0.299517955890743,0.0342734330882998,0.0,-0.514466098446507,0.165136976776526,0.284438405411861,6.66666666666667,2.05174449291016,0.249118165784832,-0.628065721344128,0.640718777660789,-0.127892156882018,1.0,0.0,130.5,0.0048294137661155,17.5,18.0,0.32484851180120194,0.021309218595439,2.0,-0.44544592205969497,0.20602141565846202,-0.38246039776917296,2.0,0.7386274723466151,0.5,-0.304327406784372,0.39160061187595596,0.17156975871956198,27.0,0.203984287317621,0.0145977126377492,0.160639196376321,50.5,0.0924361812759706,1.0,0.0,0.5,-0.24756349965117302,0.31448412698412703,-0.153194261818168,1.39695115674461,-0.43133326122862803,21.5,0.720833333333333,0.45538601213063595,0.171174573354561,247,145.0,0.540225988700565,0.45292727019886003,8,0.0611672278338945,2,12,82,0,58,1,4,0.0286195286195286,0,0.330273953553052,13.333333333333302,0.498236331569665,1.28143755532158,2,261,35,36,4,0.41204283131692404,4,1,0.7832012237519119,54,0.40796857463524105,101,2,1,0.6289682539682541,2.79390231348922,43,1.4416666666666698,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29.15
122731,1,182.0,182.0,2.9582367712276,0.847017721241498,18.0,0.290780141843972,-0.107843034778132,0.23076923076923103,-0.172842735994255,26.0,0.12037037037037,0.746227932257998,1.46898622785595,3.0,0.8356558449380219,8.0,0.351953271450698,54.0,5.0,0.8356271514901741,0.997446918736278,42.0,5.0,1.08307154219868,1.0,0.004629629629629621,-0.49777552824219895,-0.45345628749118,0.502515327103568,0.0,-0.577545500669038,0.159340659340659,-0.10896840392290101,1.61538461538462,-0.465009639746629,0.33953488372093,0.23529699456058498,0.7296447738308198,-0.0313614284257916,1.0,0.0,216.0,0.9654407619439399,26.0,19.0,0.28832700138846995,0.6756740658398679,12.0,1.9909237862779399,0.351648351648352,0.492289509230698,2.0,0.827980014913428,1.0,-0.125761988499574,0.39010989010989006,-0.15342455102164199,42.0,0.19444444444444395,-0.15132982743646803,0.8482421954351971,71.0,0.41161697403569,1.0,0.0,3.0,1.9608124082926799,0.353683720930233,-0.0009660725793953301,4.00314847942755,-0.0855471438961119,29.0,0.69047619047619,0.0286820012755143,0.28349567848502194,182,182.0,0.290780141843972,0.23076923076923103,26,0.12037037037037,3,8,54,5,42,5,1,0.004629629629629621,0,0.159340659340659,1.61538461538462,0.33953488372093,0.7296447738308198,1,216,26,19,12,0.351648351648352,2,1,0.39010989010989006,42,0.19444444444444395,71,1,3,0.353683720930233,4.00314847942755,29,0.69047619047619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.56
122733,1,245.0,40.8333333333333,-0.0116836027446929,1.24547823595897,21.0,0.30917874396135303,0.0,0.28571428571428603,0.585860685811844,28.0,0.0982456140350877,0.0706520773631699,1.0506135020124399,5.0,1.51844817816978,10.0,0.48283186302303605,70.0,4.0,0.28841380561241997,1.38571931917554,70.0,2.0,-0.307731752269965,6.0,0.0210526315789474,0.43128033843346,0.975290181218258,1.2781430851026299,0.0,-0.5988399793946221,0.17959183673469398,0.0238869708097821,1.17857142857143,-0.6332157392416911,0.36231884057971003,0.41124754120924706,0.8276249630286899,0.32499367835336307,1.0,0.0,285.0,1.28243894065032,46.0,37.0,1.18297072719058,1.51532113978966,11.0,0.951248603098256,0.318367346938776,0.066572510002814,1.0,-0.151686194073676,9.0,3.78061516623533,0.46530612244898,0.256644319530027,33.0,0.115789473684211,-1.05814266027678,0.0523755911789786,114.0,0.943089255168998,1.0,0.0,0.0,-0.7050891364694241,0.39068115942028997,0.278005864279885,14.294128576737302,0.43742762206202795,44.0,0.628571428571429,-0.154152170332831,0.568036825020206,245,40.8333333333333,0.30917874396135303,0.28571428571428603,28,0.0982456140350877,5,10,70,4,70,2,6,0.0210526315789474,0,0.17959183673469398,1.17857142857143,0.36231884057971003,0.8276249630286899,1,285,46,37,11,0.318367346938776,1,9,0.46530612244898,33,0.115789473684211,114,1,0,0.39068115942028997,14.294128576737302,44,0.628571428571429,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.94
122778,1,48.6666666666667,39.0,0.24389694006134802,-0.5171245545261149,21.0,0.507375107665805,3.85554366700064,0.430874194032089,1.8647500166375601,5.33333333333333,0.10376667437736099,0.259364346639111,-0.34858512718364193,1.33333333333333,0.112112413143657,3.3333333333333304,-0.0784553241053635,14.0,1.0,-0.268591321742449,-0.638759288444202,13.666666666666698,0.666666666666667,-0.44182501839369,0.33333333333333304,0.0025445292620865103,-0.357608936270284,-0.39073169601801594,-0.34866737798753406,0.33333333333333304,1.0527057559986701,0.47410406357774804,1.6806493944950198,1.5,-0.46354381276577006,0.504001554001554,1.99987714770034,1.4089798116113899,2.0591589371228,1.0,-0.0535085861644142,55.0,-0.523531541915365,7.0,3.6666666666666696,-0.625059137463816,-0.37874256373322396,4.66666666666667,0.499330381126396,0.606957564852302,1.6842544019331003,0.0,-0.6599838453535469,0.33333333333333304,-0.300860035310877,0.9049782576098371,2.03802964839474,11.333333333333302,0.149568201094919,-0.48907632186881,-0.41436963259160103,23.6666666666667,-0.293896597397742,1.0,-0.0535085861644142,0.666666666666667,-0.003482754969655,0.674715934065934,2.7758762164240003,3.6197850905425204,0.34297954796387503,10.0,0.957575757575758,0.5557963946855,-0.19731823778106897,146,117.0,1.5221253229974199,1.29262258209627,16,0.311300023132084,4,10,42,3,41,2,1,0.007633587786259541,1,1.42231219073324,4.5,1.5120046620046599,4.226939434834169,3,165,21,11,14,1.8208726945569098,0,1,2.71493477282951,34,0.44870460328475603,71,3,2,2.0241478021978,10.8593552716276,30,2.87272727272727,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
1228,1,100.5,22.375,-0.167252490336695,0.0320033756640535,18.5,0.31730182363557397,0.702331618950347,0.234289596859429,-0.0198170469835931,13.5,0.114240666095429,0.351844282488377,0.31223567707807,1.25,-0.30328570144028005,4.5,0.21077857619651602,31.25,0.25,-0.460528152994854,0.0234053583647111,24.0,0.5,-0.540716332896382,0.5,0.0024390243902439,-0.114604962441512,-0.0173296183601308,0.00135639995807801,0.5,0.8215731952263481,0.122802015539446,-0.15539484290032599,2.19412878787879,-0.144448001815125,0.330559963875245,0.219505055412024,0.6876515762741201,-0.0391341130593432,1.0,0.0,115.0,0.0398917716174751,13.75,11.0,0.0515845843759734,0.0327299325049297,1.5,-0.5415036254573371,0.266358838705207,0.0331894705224808,0.5,-0.3639737193155129,0.0,-0.624585058907244,0.357091612398875,-0.158253845567323,27.25,0.256826391989798,0.6039165992500239,0.438620256757747,38.0,0.0435511305400956,1.0,0.0,1.0,0.000409598185932752,0.34657939925749803,0.15751683393936902,3.01110265031901,0.18623924250989898,14.0,0.6188232499208111,0.38869119998203294,0.0952767221872779,402,89.5,1.2692072945423,0.9371583874377171,54,0.456962664381716,5,18,125,1,96,2,2,0.00975609756097561,2,0.491208062157783,8.77651515151515,1.32223985550098,2.7506063050964804,4,460,55,44,6,1.06543535482083,2,0,1.4283664495955,109,1.02730556795919,152,4,4,1.38631759702999,12.044410601275999,56,2.4752929996832402,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.97
1229,1,70.6666666666667,11.2,-0.414770105567498,-0.372001690573979,22.3333333333333,0.244693539364386,0.0,0.204365079365079,-0.6848229218773628,6.66666666666667,0.0705976170372455,-0.344354568216958,-0.376628610529737,1.6666666666666698,-0.0453101022074185,4.33333333333333,0.0789870052902355,18.6666666666667,0.33333333333333304,-0.7642821035588291,-0.6020067111865209,18.6666666666667,1.0,-0.28775227393163505,1.6666666666666698,0.0089126559714795,0.25887131304121497,0.5238513307872271,-0.287384316475917,0.33333333333333304,0.30009155258696996,0.19345238095238101,0.404938435383601,1.13333333333333,-0.581064076830457,0.265900110636953,-0.5400458314516521,0.663717570954413,-0.43001688636138996,1.0,0.0,79.0,-0.396294927859028,14.333333333333302,6.33333333333333,-0.544566949928758,0.0356792459691734,4.33333333333333,0.0586369814605876,0.299603174603175,-0.021553939179016,0.0,-0.7310001573766209,0.666666666666667,-0.0208674300902264,0.39781746031746,-0.0437808162056611,16.0,0.184515432967445,-0.21093134907515998,-0.28949020411587,34.0,-0.152915577468417,1.0,0.0,0.0,-0.7087692959151229,0.33381351351351296,-0.0948910122852544,4.38335254113695,0.222316922282343,15.333333333333302,1.18617021276596,1.1746332049018202,0.0381927685302109,212,33.6,0.734080618093157,0.6130952380952379,20,0.211792851111737,5,13,56,1,56,3,5,0.0267379679144385,1,0.5803571428571429,3.4,0.7977003319108579,1.99115271286324,3,237,43,19,13,0.8988095238095241,0,2,1.1934523809523798,48,0.5535462989023361,102,3,0,1.00144054054054,13.1500576234109,46,3.55851063829787,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.57
123023,1,93.0,0.0,-0.590643135249062,0.252718690096217,23.0,0.45963364993215705,0.9147531185252351,0.396645962732919,1.1815260230710802,9.0,0.0476190476190476,-0.71622011183339,-0.0338003467258383,2.5,0.527389619471131,2.5,-0.33636159599639404,28.5,0.0,-0.8655488234297758,0.35161666664619395,28.5,2.5,0.170621010766438,0.0,0.0,-0.385936031780306,-0.560666027954023,0.47420716071329294,0.5,1.39600465388574,0.18074534161490696,0.0365303904731729,0.833333333333333,-0.599286901465668,0.43914438502673797,0.790897109976013,1.01653568937456,0.7342118699531321,1.0,0.0,107.0,0.243951081918562,22.0,12.5,0.19161800671888898,0.8579157658253922,11.0,1.5246729584261498,0.323229813664596,-0.0160134269979429,1.5,0.7405468455303709,1.0,0.235644287455137,0.577391304347826,0.630966615680464,16.5,0.13936507936507903,-0.671853060241064,-0.11613645280907302,44.0,0.30256868368756107,1.0,0.0,3.5,1.40961861680574,0.47814978494623706,0.6994060832434741,6.12916768322314,0.337871463305481,15.5,0.48776223776223804,-0.33589481307789604,0.0799658721137933,186,0.0,0.919267299864315,0.793291925465839,18,0.0952380952380952,5,5,57,0,57,5,0,0.0,1,0.3614906832298139,1.6666666666666698,0.8782887700534759,2.03307137874913,2,214,44,25,22,0.6464596273291929,3,2,1.1547826086956499,33,0.278730158730159,88,2,7,0.9562995698924731,12.258335366446302,31,0.9755244755244761,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.98
123093,1,77.0,15.4,-0.509987901224027,-0.614928630882967,21.0,0.448275862068966,1.4190752298187,0.40259740259740295,1.83671598831354,5.0,0.0602409638554217,-0.396679928548617,-0.734565225001592,0.0,-0.8224613554945579,9.0,0.5839506001978759,19.0,1.0,-0.6480164320060711,-0.8622260615968191,31.0,1.0,-0.4564541050182229,5.0,0.0602409638554217,2.6881972841638304,0.99485334731569,-0.0104681401954724,1.0,1.64264831200818,0.532467532467532,2.75057275663979,2.8,-0.0867610792147655,0.44578313253012003,1.4549475943060701,1.38084806759506,2.5475895567673703,1.0,0.0,83.0,-0.662964580630396,17.0,23.0,0.671411411739183,-0.0259328667255099,0.0,-0.7092067147439679,0.597402597402597,2.17813809774003,0.0,-0.8835583634339119,0.0,-0.7110329080119749,0.935064935064935,2.8098531607193196,14.0,0.168674698795181,-0.488250971881697,-0.7704143236475369,72.0,0.41223578025351293,1.0,0.0,1.0,-0.0122098606908112,0.6712073170731709,2.6754300479806803,23.4737250554324,1.6410515008158402,41.0,1.32258064516129,1.21083501441967,0.825817760460562,77,15.4,0.448275862068966,0.40259740259740295,5,0.0602409638554217,0,9,19,1,31,1,5,0.0602409638554217,1,0.532467532467532,2.8,0.44578313253012003,1.38084806759506,1,83,17,23,0,0.597402597402597,0,0,0.935064935064935,14,0.168674698795181,72,1,1,0.6712073170731709,23.4737250554324,41,1.32258064516129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.15
1231,1,215.0,17.9166666666667,-0.409598314486664,1.4066093688013899,18.0,0.248366013071895,-0.36164464701202503,0.232558139534884,0.16766326695675599,32.0,0.126482213438735,0.535072205772769,1.6454093005514698,3.0,0.137581868171581,9.0,0.9001186316398491,60.0,3.0,0.387770484638379,1.235363218439,50.0,4.0,1.04462296171462,12.0,0.0474308300395257,1.87034094946973,3.49390064796901,1.17321498497416,0.0,-0.574387889488157,0.33488372093023305,1.5413859228811597,1.625,-0.39468094749978294,0.339920948616601,0.42435297429507896,0.907362809081717,1.04754174762331,1.0,0.0,253.0,1.46313380827074,39.0,39.0,2.3017638692521,1.7742716599706598,9.0,0.536513148072447,0.511627906976744,1.63251643296646,2.0,0.7336317960427841,0.0,-0.7885631985670308,0.567441860465116,1.17767048904844,52.0,0.20553359683794503,-0.182263431932526,1.4301086123896398,122.0,2.0567695484473796,1.0,0.0,2.0,1.08369575032996,0.4313438735177871,0.96274655684356,21.0499153976311,1.94263791558091,72.0,1.44,1.6057068328286899,2.76110371648978,215,17.9166666666667,0.248366013071895,0.232558139534884,32,0.126482213438735,3,9,60,3,50,4,12,0.0474308300395257,0,0.33488372093023305,1.625,0.339920948616601,0.907362809081717,1,253,39,39,9,0.511627906976744,2,0,0.567441860465116,52,0.20553359683794503,122,1,2,0.4313438735177871,21.0499153976311,72,1.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.14
123162,1,115.0,19.1666666666667,-0.430376227529028,-0.0705464649001589,20.0,0.39130434782608703,0.8113352371992559,0.36521739130434794,1.3687215242985702,9.0,0.0703125,-0.154927879278962,-0.247685769509207,0.0,-0.8224613554945579,6.0,-0.0598923692510641,32.0,3.0,0.338344862728833,-0.14738087296853303,42.0,1.0,-0.4564541050182229,6.0,0.046875,1.88675580240902,1.36684199022503,0.524821623313546,0.0,-0.45020731514298296,0.31304347826087,0.9336497656499,2.22222222222222,-0.289122727911109,0.40625,0.9798438688249,1.0845108695652201,1.28923581710124,1.0,0.0,128.0,-0.0905252841021424,15.0,25.0,0.8436452116185859,-0.188131160426882,0.0,-0.7092067147439679,0.39130434782608703,0.651112386848719,3.0,1.7983011396949,0.0,-0.7110329080119749,0.678260869565217,1.30304697305543,20.0,0.15625,-0.631315883153292,-0.44443335521610705,78.0,0.56806996531638,1.0,0.0,0.0,-0.712241873630652,0.5029375,1.1452949887205401,18.4,1.15748574942954,36.0,0.857142857142857,0.16557675517162,0.569148705890239,115,19.1666666666667,0.39130434782608703,0.36521739130434794,9,0.0703125,0,6,32,3,42,1,6,0.046875,0,0.31304347826087,2.22222222222222,0.40625,1.0845108695652201,1,128,15,25,0,0.39130434782608703,3,0,0.678260869565217,20,0.15625,78,1,0,0.5029375,18.4,36,0.857142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.48
123214,1,287.0,15.944444444444402,-0.4709777190046521,1.9935893584059199,21.0,0.39,0.48495022680477395,0.334494773519164,0.8039434558138231,36.0,0.108761329305136,0.4498962726093739,2.4188277621761296,3.0,0.5473593547542729,27.0,3.36433454599163,74.0,6.0,1.20999194999821,1.8401816734508702,96.0,3.0,0.424406850597576,18.0,0.054380664652568,2.21507646331398,4.27960637365751,2.50096735177626,0.0,-0.35492014574993497,0.47038327526132395,1.8843710687942299,2.05555555555556,-0.32004311951836606,0.40785498489426003,0.786055056504837,1.21273303367475,1.47189417977714,1.0,0.0,331.0,2.0676762221818104,51.0,62.0,3.05952973799987,2.18536758587369,4.0,-0.0139451567146028,0.599303135888502,1.60622275342553,5.0,2.59149554429834,0.0,-0.683142645541078,0.804878048780488,1.65637168802808,74.0,0.22356495468277898,0.0853781820276921,2.20902557258577,231.0,3.46038919233973,1.0,0.0,3.0,1.15207658772298,0.57014501510574,1.48890972108856,65.9661157024794,4.50827971678913,135.0,1.40625,1.59907600899279,4.08996130254192,287,15.944444444444402,0.39,0.334494773519164,36,0.108761329305136,3,27,74,6,96,3,18,0.054380664652568,0,0.47038327526132395,2.05555555555556,0.40785498489426003,1.21273303367475,1,331,51,62,4,0.599303135888502,5,0,0.804878048780488,74,0.22356495468277898,231,1,3,0.57014501510574,65.9661157024794,135,1.40625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34.72
12324,1,66.3333333333333,0.0,-0.628722023275481,-0.440914749829228,22.0,0.268436305339746,0.272772158246533,0.23481587757054,0.524859821149795,9.66666666666667,0.0773441734417344,-0.550087817359973,-0.261383686784883,1.33333333333333,-0.169822556932449,1.33333333333333,-0.605221097265456,23.6666666666667,0.0,0.0,-0.46241955614384794,16.3333333333333,2.6666666666666696,1.3862991429523601,0.0,0.0,-0.500097687593555,-0.615538001476549,-0.35533270067763895,0.0,-0.494181453255848,0.037940379403794,-0.516257016551567,1.08225108225108,-0.310731897460698,0.31393811533052,0.206261624600156,0.586694372304855,0.08849978223267001,1.0,0.0,80.0,-0.404633932225959,9.0,6.0,-0.510523998986265,-0.48404046273208295,4.0,-0.0551152271723691,0.16670652000637698,-0.646443017728219,0.33333333333333304,-0.41238024669383794,1.0,-0.19382171853737698,0.272756256974334,-0.0065637068190115,11.666666666666698,0.109105691056911,-1.08435013355315,-0.41289636646081396,21.0,-0.5040492116845771,1.0,0.0,0.666666666666667,-0.24020018825050102,0.28391894514767896,-0.03382072846916,0.767753199609916,0.364847818171568,4.66666666666667,0.12962962962963,-0.9464428102651179,-0.632635269933329,199,0.0,0.8053089160192379,0.7044476327116209,29,0.23203252032520302,4,4,71,0,49,8,0,0.0,0,0.113821138211382,3.24675324675325,0.941814345991561,1.76008311691456,3,240,27,18,12,0.50011956001913,1,3,0.818268770923003,35,0.327317073170732,63,3,2,0.8517568354430379,2.30325959882975,14,0.38888888888888895,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.69
123240,1,70.0,21.8333333333333,-0.0365327428486832,-0.10404939989783,23.5,0.400371287128713,0.0,0.342239185750636,0.6789698301862199,10.5,0.230519480519481,0.17980612744734698,0.458797283952936,0.5,-0.390438480228271,6.0,0.5975562573064189,20.0,1.5,0.0283069548233028,-0.11919263800620301,24.5,2.5,0.402587805952732,1.5,0.00974025974025974,0.264484373395083,0.29032583117763,0.255069401222899,0.0,-0.219107692777008,0.13740458015267198,0.36112564814335496,0.975,-0.6634737446964979,0.504668534080299,0.760087217879591,0.984312299983607,0.645237426388807,1.0,0.0,84.0,-0.0397908334709626,14.0,17.0,0.689859067688362,0.19840409195980102,2.0,-0.246774804603724,0.487701441899915,0.32465964577253303,0.5,-0.192505379428235,0.5,-0.072460267837063,0.47964376590330804,0.542609944417515,14.5,0.126623376623377,-0.399028287164846,-0.284271791344526,42.5,0.228358838431645,1.0,0.0,0.0,-0.6788020708383089,0.47018323996265204,0.6805511801985121,11.9031969373408,2.3075711417359,18.0,0.39130434782608703,-0.532046183995384,0.174000485076788,140,43.6666666666667,0.800742574257426,0.684478371501272,21,0.46103896103896097,1,12,40,3,49,5,3,0.0194805194805195,0,0.27480916030534397,1.95,1.0093370681606,1.96862459996721,2,168,28,34,4,0.97540288379983,1,1,0.9592875318066161,29,0.25324675324675305,85,2,0,0.9403664799253041,23.8063938746816,36,0.7826086956521741,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.54
1234,1,202.0,28.857142857142897,-0.23244523632199202,0.694133816451692,21.0,0.35795454545454497,0.0,0.346534653465347,1.23307968350881,35.0,0.14344262295082,0.5914058854644829,1.35895764130855,2.0,0.0575416091997579,11.0,0.835338115252915,53.0,0.0,0.0,0.494451745150389,70.0,4.0,1.77083705471326,7.0,0.0286885245901639,1.12608501482215,1.2370583355953602,1.1294239418064,0.0,-0.649768205671699,0.292079207920792,1.16533679917447,0.628571428571429,-0.772238583752312,0.44672131147540994,1.26459173532635,1.08533517286155,1.4030014813979799,1.0,0.0,244.0,0.8133306749080621,51.0,31.0,0.6138652316881851,1.4479870171296698,4.0,-0.247887627488887,0.47524752475247495,1.0090248430711302,3.0,0.8238952717447879,0.0,-0.67592804833911,0.6386138613861391,1.3245978912318401,22.0,0.0901639344262295,-1.00257366261018,-0.316300586664119,129.0,1.20983657211207,1.0,0.0,3.0,0.6581827397945861,0.509959016393443,1.3150821790374099,36.582478295185496,1.7350665622259798,59.0,0.842857142857143,0.6899811197504009,1.186343578225,202,28.857142857142897,0.35795454545454497,0.346534653465347,35,0.14344262295082,2,11,53,0,70,4,7,0.0286885245901639,0,0.292079207920792,0.628571428571429,0.44672131147540994,1.08533517286155,1,244,51,31,4,0.47524752475247495,3,0,0.6386138613861391,22,0.0901639344262295,129,1,3,0.509959016393443,36.582478295185496,59,0.842857142857143,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.98
